trial_label,n_frames,duration_s,fps_est,confidence_thresh,flagged_pct_final,interpolated_pct,max_interpolated_gap_frames,max_interpolated_gap_s,r_raw_vs_interp_on_measured,rmse_raw_vs_interp_on_measured_mm,r_interp_vs_smooth,rmse_interp_vs_smooth_mm,mae_interp_vs_smooth_mm,nrmse_interp_vs_smooth,psd_total_power_ratio_smooth_over_interp,psd_highfreq_power_ratio_gt3Hz,blink_pit_count,event1_onset_s,event1_baseline_mm,event1_min_mm,event1_amplitude_mm,event1_relative_amplitude,event1_time_to_min_s,event1_latency10_s,event2_onset_s,event2_baseline_mm,event2_min_mm,event2_amplitude_mm,event2_relative_amplitude,event2_time_to_min_s,event2_latency10_s
PLR_Tuna_L_1920x1080_30_3,3321,110.66666666666669,30.0,0.75,0.0,6.80517916290274,8,0.26666666666666666,1.0,0.0,0.9846848339913726,0.03492087432509432,0.025637343886666494,0.01611732661158199,0.9273523074674205,0.4759482032048099,1,3.0,5.903809523809527,4.524761904761906,1.379047619047621,0.23358606226810796,0.16666666666666652,0.0,63.25,5.973333333333336,5.913333333333337,0.05999999999999961,0.010044642857142787,1.9166666666666714,0.01666666666666572
