frame_id,timestamp,diameter_mm,diameter,confidence,is_bad_data
0,0.0,5.933333333333337,178.00000000000003,1.0,False
1,0.03333333333333144,6.033333333333327,180.99999999999977,1.0,False
2,0.06666666666666288,6.016666666666668,180.50000000000003,0.9166666865348909,True
3,0.09999999999999432,6.041428571428562,181.24285714285688,0.9999999999999858,False
4,0.13333333333332575,6.035714285714289,181.07142857142867,1.0,False
5,0.1666666666666572,5.9871428571428735,179.61428571428618,1.0,False
6,0.19999999999998863,5.93904761904763,178.1714285714289,1.0,False
7,0.23333333333332007,5.987142857142839,179.61428571428516,0.9166666865349147,True
8,0.2666666666666515,6.041904761904737,181.25714285714213,0.9999999999999623,False
9,0.29999999999998295,6.052380952380947,181.5714285714284,1.0,False
10,0.3333333333333144,6.04904761904762,181.47142857142862,0.750000000000142,True
11,0.3666666666666458,6.016190476190497,180.4857142857149,0.9999999999998443,True
12,0.39999999999997726,6.004047619047626,180.12142857142882,1.0,False
13,0.4333333333333087,5.981428571428587,179.44285714285763,1.0,False
14,0.46666666666664014,5.968333333333344,179.05000000000035,0.7222222089769668,True
15,0.4999999999999716,5.952857142857154,178.58571428571466,0.9999999999997632,False
16,0.533333333333303,5.9507142857142865,178.52142857142863,1.0,False
17,0.5666666666666345,5.872857142857221,176.1857142857166,1.0,False
18,0.5999999999999659,5.766190476190583,172.9857142857175,1.0,False
19,0.6333333333332973,5.68571428571437,170.57142857143108,1.0,False
20,0.6666666666666288,5.6795238095238165,170.38571428571447,1.0,False
21,0.6999999999999602,5.6452380952381365,169.35714285714405,1.0,False
22,0.7333333333332916,5.596190476190538,167.88571428571612,1.0,False
23,0.7666666666666231,5.548571428571489,166.45714285714467,1.0,False
24,0.7999999999999545,5.5585714285714145,166.7571428571424,1.0,False
25,0.833333333333286,5.561904761904758,166.85714285714275,1.0,False
26,0.8666666666666174,5.571428571428557,167.14285714285668,1.0,False
27,0.8999999999999488,5.591428571428539,167.74285714285617,1.0,False
28,0.9333333333332803,5.630476190476129,168.91428571428386,1.0,False
29,0.9666666666666117,5.65857142857138,169.75714285714142,1.0,True
30,0.9999999999999432,5.674761904761877,170.24285714285628,1.0,False
31,1.0333333333332746,5.658095238095269,169.74285714285807,1.0,False
32,1.066666666666606,5.660476190476183,169.8142857142855,1.0,False
33,1.0999999999999375,5.693809523809461,170.81428571428378,1.0,False
34,1.133333333333269,5.747619047618944,172.4285714285683,1.0,False
35,1.1666666666666003,5.7509523809523735,172.5285714285712,1.0,False
36,1.1999999999999318,5.743333333333349,172.30000000000047,1.0,False
37,1.2333333333332632,5.729047619047648,171.87142857142945,1.0,False
