user,eye,resolution,fps,blue_onset_s_nominal,blue_onset_s_used,blue_offset_s_used,blue_baseline_1s_mm,blue_baseline_10s_mm_BPD,blue_transientPLR_pct,blue_transientPLR_mm,blue_constriction_velocity_mm_s,blue_constriction_velocity_abs_mm_s,blue_constriction_velocity_mm_s_min,blue_constriction_velocity_mm_s_p5,blue_constriction_velocity_linear_fit_mm_s,blue_min_pupil_pct_baseline,blue_peak_constriction_amp_pct,blue_PIPR_10_30_mean_unitless,blue_PIPR_10_30_auc_unitless_sum,blue_PIPR_10_30_auc_unitless_seconds,red_onset_s_nominal,red_onset_s_used,red_offset_s_used,red_baseline_1s_mm,red_baseline_10s_mm_BPD,red_transientPLR_pct,red_transientPLR_mm,red_constriction_velocity_mm_s,red_constriction_velocity_abs_mm_s,red_constriction_velocity_mm_s_min,red_constriction_velocity_mm_s_p5,red_constriction_velocity_linear_fit_mm_s,red_min_pupil_pct_baseline,red_peak_constriction_amp_pct,red_PIPR_10_30_mean_unitless,red_PIPR_10_30_auc_unitless_sum,red_PIPR_10_30_auc_unitless_seconds,netPIPR_PIPR_10_30_mean_unitless_blue_minus_red,netPIPR_PIPR_10_30_mean_unitless_red_minus_blue
Tuna,L,1920x1080,30,3.0,3.0,3.25,5.590365079365267,5.741944008372641,22.374947826901657,1.2508412698413078,-0.5539285714284916,0.5539285714284916,-0.5571428571426923,-0.5539285714284916,0.026839826839151835,77.62505217309834,22.37494782690166,0.001278746785560473,0.7672480713362839,0.02557493571120801,63.25,63.25,63.5,5.932841269841515,5.8935857142857655,0.5816426723415993,0.03450793650769146,-0.9317857142307574,0.9317857142307574,-0.992857142745128,-0.9317857142307574,0.05688311688273262,98.71605189305198,1.2839481069480172,0.008071108202295089,4.842664921377053,0.1614221640458926,-0.006792361416734616,0.006792361416734616
