trial_label,n_frames,duration_s,fps_est,confidence_thresh,flagged_pct_final,interpolated_pct,max_interpolated_gap_frames,max_interpolated_gap_s,r_raw_vs_interp_on_measured,rmse_raw_vs_interp_on_measured_mm,r_interp_vs_smooth,rmse_interp_vs_smooth_mm,mae_interp_vs_smooth_mm,nrmse_interp_vs_smooth,psd_total_power_ratio_smooth_over_interp,psd_highfreq_power_ratio_gt3Hz,blink_pit_count,event1_onset_s,event1_baseline_mm,event1_min_mm,event1_amplitude_mm,event1_relative_amplitude,event1_time_to_min_s,event1_latency10_s,event2_onset_s,event2_baseline_mm,event2_min_mm,event2_amplitude_mm,event2_relative_amplitude,event2_time_to_min_s,event2_latency10_s
PLR_Haruka_R_1920x1080_30_2,2863,95.4,30.0,0.75,0.0,2.340202584701362,5,0.16666666666666666,0.4629822715790057,0.5571064103569402,0.99307186486069,0.039709377114301246,0.02784625961223941,0.012948709928576494,0.9691463654264855,0.5357826912417964,4,3.0,6.019523809523809,3.677142857142857,2.3423809523809522,0.38913060675579464,1.0,0.2999999999999998,63.25,5.896190476190475,5.827619047619047,0.0685714285714285,0.011629785172023897,0.8833333333333258,0.18333333333333002
