trial_label,n_frames,duration_s,fps_est,confidence_thresh,flagged_pct_final,interpolated_pct,max_interpolated_gap_frames,max_interpolated_gap_s,r_raw_vs_interp_on_measured,rmse_raw_vs_interp_on_measured_mm,r_interp_vs_smooth,rmse_interp_vs_smooth_mm,mae_interp_vs_smooth_mm,nrmse_interp_vs_smooth,psd_total_power_ratio_smooth_over_interp,psd_highfreq_power_ratio_gt3Hz,blink_pit_count,event1_onset_s,event1_baseline_mm,event1_min_mm,event1_amplitude_mm,event1_relative_amplitude,event1_time_to_min_s,event1_latency10_s,event2_onset_s,event2_baseline_mm,event2_min_mm,event2_amplitude_mm,event2_relative_amplitude,event2_time_to_min_s,event2_latency10_s
average,2863,95.4,30.0,0.75,0.0,0.10478519035976248,2,0.06666666666666667,0.42713334158897887,0.5356999863128813,0.9942783160210995,0.030762521251843197,0.019036708081765736,0.010921605178169183,0.9770775957393207,0.4589915503132197,0,3.0,6.045,4.066904761904762,1.9780952380952384,0.3272283272283273,1.0,0.1333333333333333,63.25,5.345238095238095,5.565714285714286,-0.22047619047619094,-0.04124721603563483,2.4833333333333343,
