frame_id,timestamp,diameter,confidence,is_bad_data,diameter_mm
0,0.0,184.0,1.0,False,6.133333333333334
1,0.0333333333333333,186.0,1.0,False,6.2
2,0.0666666666666666,181.0,1.0,False,6.033333333333333
3,0.1,183.0,1.0,False,6.1
4,0.1333333333333333,183.0,1.0,False,6.1
5,0.1666666666666666,184.0,1.0,False,6.133333333333334
6,0.2,182.0,1.0,False,6.066666666666666
7,0.2333333333333333,183.0,1.0,False,6.1
8,0.2666666666666666,182.0,1.0,False,6.066666666666666
9,0.3,184.0,1.0,False,6.133333333333334
10,0.3333333333333333,183.0,1.0,True,6.1
11,0.3666666666666666,182.0,1.0,False,6.066666666666666
12,0.4,180.0,1.0,False,6.0
13,0.4333333333333333,183.0,1.0,False,6.1
14,0.4666666666666667,181.0,1.0,False,6.033333333333333
15,0.5,184.0,1.0,False,6.133333333333334
16,0.5333333333333333,183.0,1.0,False,6.1
17,0.5666666666666667,182.0,1.0,True,6.066666666666666
18,0.6,181.0,1.0,False,6.033333333333333
19,0.6333333333333333,179.0,1.0,False,5.966666666666667
20,0.6666666666666666,179.0,1.0,False,5.966666666666667
21,0.7,181.0,1.0,False,6.033333333333333
22,0.7333333333333333,178.0,1.0,False,5.933333333333334
23,0.7666666666666666,180.0,1.0,False,6.0
24,0.8,179.0,1.0,False,5.966666666666667
25,0.8333333333333334,178.0,1.0,False,5.933333333333334
26,0.8666666666666667,180.0,1.0,False,6.0
27,0.9,178.0,1.0,False,5.933333333333334
28,0.9333333333333332,181.0,1.0,False,6.033333333333333
29,0.9666666666666668,179.0,1.0,False,5.966666666666667
30,1.0,178.0,1.0,False,5.933333333333334
31,1.0333333333333332,178.0,1.0,False,5.933333333333334
32,1.0666666666666669,181.0,1.0,False,6.033333333333333
33,1.1,186.0,1.0,False,6.2
34,1.1333333333333333,182.0,1.0,False,6.066666666666666
35,1.1666666666666667,184.0,1.0,False,6.133333333333334
36,1.2,184.0,1.0,False,6.133333333333334
37,1.2333333333333334,183.0,1.0,False,6.1
38,1.2666666666666666,183.5,1.0,True,6.116666666666667
39,1.3,184.0,1.0,False,6.133333333333334
40,1.3333333333333333,182.0,1.0,False,6.066666666666666
41,1.3666666666666667,183.0,1.0,False,6.1
42,1.4,183.0,1.0,False,6.1
43,1.4333333333333331,183.5,1.0,True,6.116666666666667
44,1.4666666666666666,184.0,1.0,False,6.133333333333334
45,1.5,182.0,1.0,False,6.066666666666666
46,1.5333333333333332,182.0,1.0,False,6.066666666666666
47,1.5666666666666669,181.0,1.0,False,6.033333333333333
48,1.6,180.0,1.0,False,6.0
49,1.6333333333333333,186.0,1.0,False,6.2
50,1.6666666666666667,186.0,1.0,True,6.2
51,1.7,186.0,1.0,False,6.2
52,1.7333333333333334,185.0,1.0,False,6.166666666666667
53,1.7666666666666666,185.0,1.0,False,6.166666666666667
54,1.8,182.5,1.0,True,6.083333333333334
55,1.8333333333333333,180.0,1.0,False,6.0
56,1.8666666666666667,181.5,1.0,True,6.05
57,1.9,183.0,1.0,False,6.1
58,1.9333333333333331,184.0,1.0,False,6.133333333333334
59,1.9666666666666663,182.0,1.0,False,6.066666666666666
60,2.0,183.0,1.0,False,6.1
61,2.033333333333333,177.0,1.0,False,5.9
62,2.0666666666666664,179.0,0.9722222089767456,True,5.966666666666667
63,2.1,181.0,1.0,False,6.033333333333333
64,2.1333333333333333,178.0,1.0,False,5.933333333333334
65,2.1666666666666665,182.0,1.0,False,6.066666666666666
66,2.2,180.0,1.0,False,6.0
67,2.2333333333333334,182.0,1.0,False,6.066666666666666
68,2.2666666666666666,184.0,1.0,False,6.133333333333334
69,2.3,182.0,1.0,False,6.066666666666666
70,2.3333333333333335,182.0,1.0,True,6.066666666666666
71,2.3666666666666667,182.0,1.0,False,6.066666666666666
72,2.4,181.0,1.0,False,6.033333333333333
73,2.433333333333333,183.0,1.0,False,6.1
74,2.466666666666667,181.0,1.0,False,6.033333333333333
75,2.5,179.0,1.0,False,5.966666666666667
76,2.533333333333333,179.5,1.0,True,5.983333333333333
77,2.5666666666666664,180.0,1.0,False,6.0
78,2.6,180.0,1.0,False,6.0
79,2.6333333333333333,180.0,1.0,False,6.0
80,2.6666666666666665,182.0,1.0,False,6.066666666666666
81,2.7,181.0,1.0,False,6.033333333333333
82,2.7333333333333334,182.0,1.0,False,6.066666666666666
83,2.7666666666666666,183.0,1.0,False,6.1
84,2.8,181.5,1.0,True,6.05
85,2.8333333333333335,180.0,1.0,False,6.0
86,2.8666666666666667,182.0,1.0,False,6.066666666666666
87,2.9,180.0,1.0,False,6.0
88,2.933333333333333,180.0,1.0,False,6.0
89,2.966666666666667,182.0,1.0,False,6.066666666666666
90,3.0,182.0,1.0,False,6.066666666666666
91,3.033333333333333,181.0,1.0,False,6.033333333333333
92,3.0666666666666664,180.0,1.0,False,6.0
93,3.1,182.0,1.0,False,6.066666666666666
94,3.1333333333333333,175.0,1.0,False,5.833333333333333
95,3.1666666666666665,172.0,1.0,False,5.733333333333333
96,3.2,173.0,1.0,False,5.766666666666667
97,3.2333333333333334,165.0,1.0,False,5.5
98,3.2666666666666666,161.0,1.0,False,5.366666666666666
99,3.3,157.0,1.0,False,5.233333333333333
100,3.3333333333333335,155.0,1.0,False,5.166666666666667
101,3.3666666666666667,151.0,1.0,False,5.033333333333333
102,3.4,149.0,1.0,False,4.966666666666667
103,3.433333333333333,147.0,1.0,False,4.9
104,3.466666666666667,145.0,1.0,False,4.833333333333333
105,3.5,144.0,1.0,False,4.8
106,3.533333333333333,144.0,1.0,False,4.8
107,3.5666666666666664,137.0,1.0,False,4.566666666666666
108,3.6,139.0,1.0,False,4.633333333333334
109,3.6333333333333337,138.0,1.0,False,4.6
110,3.6666666666666665,136.0,1.0,False,4.533333333333333
111,3.7,133.0,1.0,False,4.433333333333334
112,3.7333333333333334,131.0,1.0,False,4.366666666666666
113,3.7666666666666666,129.0,1.0,False,4.3
114,3.8,131.0,1.0,False,4.366666666666666
115,3.8333333333333335,127.0,1.0,False,4.233333333333333
116,3.8666666666666663,128.0,1.0,False,4.266666666666667
117,3.9,126.0,0.9428571462631226,False,4.2
118,3.933333333333333,126.0,0.7428571581840515,True,4.2
119,3.966666666666667,126.0,0.9444444179534912,False,4.2
120,4.0,127.0,1.0,False,4.233333333333333
121,4.033333333333333,127.0,0.9722222089767456,False,4.233333333333333
122,4.066666666666666,127.0,1.0,True,4.233333333333333
123,4.1,127.0,0.6944444179534912,True,4.233333333333333
124,4.133333333333333,127.0,0.9411764740943908,False,4.233333333333333
125,4.166666666666667,127.25,1.0,True,4.241666666666666
126,4.2,127.5,0.9722222089767456,True,4.25
127,4.233333333333333,127.75,0.6666666865348816,True,4.258333333333333
128,4.266666666666667,128.0,0.7428571581840515,True,4.266666666666667
129,4.3,128.25,0.9444444179534912,True,4.275
130,4.333333333333333,128.5,0.5142857432365417,True,4.283333333333333
131,4.366666666666666,128.75,1.0,True,4.291666666666666
132,4.4,129.0,0.9444444179534912,False,4.3
133,4.433333333333334,130.0,1.0,False,4.333333333333333
134,4.466666666666667,124.0,0.9722222089767456,False,4.133333333333334
135,4.5,126.0,0.8888888955116272,False,4.2
136,4.533333333333333,119.0,0.8055555820465088,False,3.966666666666667
137,4.566666666666666,135.0,1.0,False,4.5
138,4.6,132.0,1.0,False,4.4
139,4.633333333333333,131.0,1.0,False,4.366666666666666
140,4.666666666666667,131.0,1.0,False,4.366666666666666
141,4.7,134.0,1.0,False,4.466666666666667
142,4.733333333333333,138.0,1.0,False,4.6
143,4.766666666666667,138.0,1.0,False,4.6
144,4.8,138.0,1.0,False,4.6
145,4.833333333333333,139.0,1.0,False,4.633333333333334
146,4.866666666666666,139.5,1.0,True,4.65
147,4.9,140.0,1.0,False,4.666666666666667
148,4.933333333333334,142.0,1.0,False,4.733333333333333
149,4.966666666666667,143.0,1.0,False,4.766666666666667
150,5.0,142.5,1.0,True,4.75
151,5.033333333333333,142.0,1.0,False,4.733333333333333
152,5.066666666666666,142.0,1.0,True,4.733333333333333
153,5.1,142.0,1.0,True,4.733333333333333
154,5.133333333333333,142.0,1.0,False,4.733333333333333
155,5.166666666666667,151.0,1.0,False,5.033333333333333
156,5.2,151.0,1.0,False,5.033333333333333
157,5.233333333333333,150.5,1.0,True,5.016666666666667
158,5.266666666666667,150.0,1.0,False,5.0
159,5.3,150.0,1.0,False,5.0
160,5.333333333333333,150.0,1.0,False,5.0
161,5.366666666666666,150.0,1.0,False,5.0
162,5.4,150.0,1.0,False,5.0
163,5.433333333333334,152.0,1.0,False,5.066666666666666
164,5.466666666666667,153.0,1.0,False,5.1
165,5.5,152.0,1.0,False,5.066666666666666
166,5.533333333333333,151.0,1.0,False,5.033333333333333
167,5.566666666666666,158.0,1.0,False,5.266666666666667
168,5.6,155.0,1.0,False,5.166666666666667
169,5.633333333333333,154.5,1.0,True,5.15
170,5.666666666666667,154.0,1.0,False,5.133333333333334
171,5.7,155.0,1.0,False,5.166666666666667
172,5.733333333333333,154.0,1.0,False,5.133333333333334
173,5.766666666666667,158.0,1.0,False,5.266666666666667
174,5.8,157.0,1.0,False,5.233333333333333
175,5.833333333333333,156.0,1.0,False,5.2
176,5.866666666666666,157.0,1.0,False,5.233333333333333
177,5.9,154.0,1.0,False,5.133333333333334
178,5.933333333333334,155.0,1.0,False,5.166666666666667
179,5.966666666666667,157.0,1.0,False,5.233333333333333
180,6.0,157.0,1.0,False,5.233333333333333
181,6.033333333333333,157.0,1.0,False,5.233333333333333
182,6.066666666666666,160.0,1.0,False,5.333333333333333
183,6.1,160.0,1.0,False,5.333333333333333
184,6.133333333333333,159.0,1.0,False,5.3
185,6.166666666666667,157.0,1.0,False,5.233333333333333
186,6.2,158.0,1.0,False,5.266666666666667
187,6.233333333333333,159.0,1.0,False,5.3
188,6.266666666666667,160.0,1.0,False,5.333333333333333
189,6.3,159.0,1.0,False,5.3
190,6.333333333333333,160.0,1.0,False,5.333333333333333
191,6.366666666666666,164.0,1.0,False,5.466666666666667
192,6.4,162.0,1.0,False,5.4
193,6.433333333333334,159.0,1.0,False,5.3
194,6.466666666666667,160.0,1.0,False,5.333333333333333
195,6.5,163.0,1.0,False,5.433333333333334
196,6.533333333333333,163.0,1.0,False,5.433333333333334
197,6.566666666666666,163.0,1.0,False,5.433333333333334
198,6.6,162.0,1.0,True,5.4
199,6.633333333333333,161.0,1.0,False,5.366666666666666
200,6.666666666666667,165.0,1.0,False,5.5
201,6.7,165.0,1.0,False,5.5
202,6.733333333333333,166.0,1.0,False,5.533333333333333
203,6.766666666666667,166.0,1.0,True,5.533333333333333
204,6.8,166.0,1.0,False,5.533333333333333
205,6.833333333333333,164.0,1.0,False,5.466666666666667
206,6.866666666666666,163.0,1.0,False,5.433333333333334
207,6.8999999999999995,168.0,1.0,False,5.6
208,6.933333333333334,166.0,1.0,False,5.533333333333333
209,6.966666666666667,166.0,1.0,True,5.533333333333333
210,7.0,166.0,1.0,False,5.533333333333333
211,7.033333333333333,165.0,1.0,False,5.5
212,7.066666666666666,165.0,1.0,False,5.5
213,7.1,174.0,1.0,False,5.8
214,7.133333333333333,163.0,1.0,False,5.433333333333334
215,7.166666666666667,165.0,1.0,False,5.5
216,7.2,165.0,1.0,True,5.5
217,7.233333333333333,165.0,1.0,False,5.5
218,7.266666666666667,166.0,1.0,False,5.533333333333333
219,7.3,165.0,1.0,False,5.5
220,7.333333333333333,165.0,1.0,False,5.5
221,7.366666666666666,164.0,1.0,False,5.466666666666667
222,7.4,166.0,1.0,False,5.533333333333333
223,7.433333333333334,162.0,0.970588207244873,False,5.4
224,7.466666666666667,162.25,0.0,True,5.408333333333334
225,7.5,162.5,0.4722222089767456,True,5.416666666666667
226,7.533333333333333,162.75,1.0,True,5.425000000000001
227,7.566666666666666,163.0,1.0,False,5.433333333333334
228,7.6,163.0,1.0,False,5.433333333333334
229,7.633333333333333,163.0,1.0,False,5.433333333333334
230,7.666666666666667,169.0,1.0,False,5.633333333333334
231,7.7,163.0,1.0,False,5.433333333333334
232,7.733333333333333,165.0,1.0,False,5.5
233,7.766666666666667,163.0,1.0,False,5.433333333333334
234,7.8,163.0,1.0,False,5.433333333333334
235,7.833333333333333,164.0,1.0,False,5.466666666666667
236,7.866666666666666,165.0,1.0,False,5.5
237,7.9,165.5,1.0,True,5.516666666666667
238,7.933333333333334,166.0,1.0,False,5.533333333333333
239,7.966666666666667,165.0,1.0,False,5.5
240,8.0,165.0,1.0,False,5.5
241,8.033333333333333,163.0,1.0,False,5.433333333333334
242,8.066666666666666,167.0,1.0,False,5.566666666666666
243,8.1,165.0,1.0,False,5.5
244,8.133333333333333,167.0,1.0,False,5.566666666666666
245,8.166666666666666,165.0,1.0,False,5.5
246,8.2,166.0,1.0,False,5.533333333333333
247,8.233333333333333,166.0,1.0,False,5.533333333333333
248,8.266666666666666,164.0,1.0,False,5.466666666666667
249,8.3,165.0,1.0,False,5.5
250,8.333333333333334,165.0,1.0,False,5.5
251,8.366666666666667,162.0,1.0,False,5.4
252,8.4,164.0,1.0,False,5.466666666666667
253,8.433333333333334,166.0,1.0,False,5.533333333333333
254,8.466666666666667,165.0,1.0,False,5.5
255,8.5,164.0,1.0,False,5.466666666666667
256,8.533333333333333,163.0,1.0,False,5.433333333333334
257,8.566666666666666,166.0,1.0,False,5.533333333333333
258,8.6,165.5,1.0,True,5.516666666666667
259,8.633333333333333,165.0,1.0,False,5.5
260,8.666666666666666,168.0,1.0,False,5.6
261,8.7,167.0,1.0,False,5.566666666666666
262,8.733333333333333,167.0,1.0,False,5.566666666666666
263,8.766666666666666,168.0,1.0,True,5.6
264,8.8,169.0,1.0,False,5.633333333333334
265,8.833333333333334,168.0,1.0,True,5.6
266,8.866666666666667,167.0,1.0,False,5.566666666666666
267,8.9,170.0,1.0,False,5.666666666666667
268,8.933333333333334,169.0,1.0,False,5.633333333333334
269,8.966666666666667,169.0,1.0,False,5.633333333333334
270,9.0,169.0,1.0,False,5.633333333333334
271,9.033333333333331,168.0,1.0,False,5.6
272,9.066666666666666,167.5,1.0,True,5.583333333333333
273,9.1,167.0,1.0,False,5.566666666666666
274,9.133333333333333,169.5,1.0,True,5.65
275,9.166666666666666,172.0,1.0,False,5.733333333333333
276,9.2,168.0,1.0,False,5.6
277,9.233333333333333,169.0,1.0,False,5.633333333333334
278,9.266666666666666,170.0,1.0,False,5.666666666666667
279,9.3,168.0,1.0,False,5.6
280,9.333333333333334,168.0,1.0,False,5.6
281,9.366666666666667,172.0,1.0,False,5.733333333333333
282,9.4,168.0,1.0,False,5.6
